Venue Name,Venue Physical Address,Region,Country,Full Address,Latitude,Longitude
MARITIME CLUB INC,"68 ANZAC AVENUE
AUCKLAND CENTRAL
AUCKLAND 1010",Auckland,New Zealand,"MARITIME CLUB INC 68 ANZAC AVENUE
AUCKLAND CENTRAL
AUCKLAND 1010 Auckland New Zealand ",-36.8474507,174.7727819
ONEHUNGA & DISTRICT RSA,"57 PRINCES STREET
ONEHUNGA
AUCKLAND 1006",Auckland,New Zealand,"ONEHUNGA & DISTRICT RSA 57 PRINCES STREET
ONEHUNGA
AUCKLAND 1006 Auckland New Zealand ",-36.9254172,174.7852107
ONEHUNGA WORKINGMEN'S CLUB,"158 THE MALL
ONEHUNGA
AUCKLAND 1006",Auckland,New Zealand,"ONEHUNGA WORKINGMEN'S CLUB 158 THE MALL
ONEHUNGA
AUCKLAND 1006 Auckland New Zealand ",-36.923549,174.784805
THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED,"178 KEPA ROAD
ORAKEI
AUCKLAND 1005",Auckland,New Zealand,"THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED 178 KEPA ROAD
ORAKEI
AUCKLAND 1005 Auckland New Zealand ",-36.861243,174.8250615
WAIHEKE RSA CLUB,"29 BELGIUM STREET
OSTEND
AUCKLAND 1240",Auckland,New Zealand,"WAIHEKE RSA CLUB 29 BELGIUM STREET
OSTEND
AUCKLAND 1240 Auckland New Zealand ",-36.7961918,175.0474578
CLUB BULLER,"44-46 QUEEN STREET
WESTPORT RURAL
BULLER 7621",West Coast,New Zealand,"CLUB BULLER 44-46 QUEEN STREET
WESTPORT RURAL
BULLER 7621 West Coast New Zealand ",-41.7506889,171.600344
MELBOURNE HOTEL,"284 PALMERSTON STREET
WESTPORT URBAN
BULLER 7621",West Coast,New Zealand,"MELBOURNE HOTEL 284 PALMERSTON STREET
WESTPORT URBAN
BULLER 7621 West Coast New Zealand ",-37.8136276,144.9630576
ETTRICK TAVERN,"RAPID 5163 STATE HIGHWAY 8 RD2
ROXBURGH
OTAGO 9156",Otago,New Zealand,"ETTRICK TAVERN RAPID 5163 STATE HIGHWAY 8 RD2
ROXBURGH
OTAGO 9156 Otago New Zealand ",-45.6383596,169.3691182
GOLDFIELDS HOTEL,"130 SCOTLAND STREET
ROXBURGH
OTAGO 9156",Otago,New Zealand,"GOLDFIELDS HOTEL 130 SCOTLAND STREET
ROXBURGH
OTAGO 9156 Otago New Zealand ",-45.5422919,169.3153698
NEW BRIGHTON WORKINGMENS CLUB,"202 MARINE PARADE
NEW BRIGHTON
CHRISTCHURCH 8007",Canterbury,New Zealand,"NEW BRIGHTON WORKINGMENS CLUB 202 MARINE PARADE
NEW BRIGHTON
CHRISTCHURCH 8007 Canterbury New Zealand ",-43.5056602,172.7301491
PAPANUI CLUB,"310 SAWYERS ARMS ROAD
HAREWOOD
CHRISTCHURCH 8051",Canterbury,New Zealand,"PAPANUI CLUB 310 SAWYERS ARMS ROAD
HAREWOOD
CHRISTCHURCH 8051 Canterbury New Zealand ",-43.478224,172.5900921
RICHMOND WMC & MSA,"75 LONDON STREET
RICHMOND
CHRISTCHURCH 8001",Canterbury,New Zealand,"RICHMOND WMC & MSA 75 LONDON STREET
RICHMOND
CHRISTCHURCH 8001 Canterbury New Zealand ",-43.5189032,172.6556624
WOOLSTON WORKINGMENS CLUB,"43 HARGOOD STREET
WOOLSTON
CHRISTCHURCH 8002",Canterbury,New Zealand,"WOOLSTON WORKINGMENS CLUB 43 HARGOOD STREET
WOOLSTON
CHRISTCHURCH 8002 Canterbury New Zealand ",-43.5443716,172.6805258
WAIKOUAITI BEACH TAVERN,"156 BEACH STREET
WAIKOUAITI
DUNEDIN 9063",Otago,New Zealand,"WAIKOUAITI BEACH TAVERN 156 BEACH STREET
WAIKOUAITI
DUNEDIN 9063 Otago New Zealand ",-45.6094527,170.6712491
SOUTHERN SPORTS BAR & GRILL,"649 PRINCES STREET
DUNEDIN CENTRAL
DUNEDIN 9054",Otago,New Zealand,"SOUTHERN SPORTS BAR & GRILL 649 PRINCES STREET
DUNEDIN CENTRAL
DUNEDIN 9054 Otago New Zealand ",-45.8764696,170.5026438
ARTHUR DALEY'S TAVERN,"215 MAIN SOUTH ROAD
GREEN ISLAND
DUNEDIN 9006",Otago,New Zealand,"ARTHUR DALEY'S TAVERN 215 MAIN SOUTH ROAD
GREEN ISLAND
DUNEDIN 9006 Otago New Zealand ",-45.9021335,170.4276714
HEREKINO TAVERN,"WHANGAPE ROAD
HEREKINO
NORTHLAND 0551",Northland,New Zealand,"HEREKINO TAVERN WHANGAPE ROAD
HEREKINO
NORTHLAND 0551 Northland New Zealand ",-35.2679672,173.2103118
RUSSELL RSA,"CHAPEL STREET
RUSSELL
NORTHLAND 0202",Northland,New Zealand,"RUSSELL RSA CHAPEL STREET
RUSSELL
NORTHLAND 0202 Northland New Zealand ",-35.2619401,174.1227001
FRANKLIN CLUB INCORPORATED,"7 EAST STREET
PUKEKOHE
FRANKLIN 1800",Auckland,New Zealand,"FRANKLIN CLUB INCORPORATED 7 EAST STREET
PUKEKOHE
FRANKLIN 1800 Auckland New Zealand ",-37.2007987,174.9092589
TAB PUKEKOHE,"UNIT 5 65 EDINBURGH STREET
PUKEKOHE
FRANKLIN 1800",Auckland,New Zealand,"TAB PUKEKOHE UNIT 5 65 EDINBURGH STREET
PUKEKOHE
FRANKLIN 1800 Auckland New Zealand ",-37.199627,174.9045019
GORE DISTRICT MEMORIAL RSA INC,"12 CIVIC AVENUE
GORE
SOUTHLAND 9700",Southland,New Zealand,"GORE DISTRICT MEMORIAL RSA INC 12 CIVIC AVENUE
GORE
SOUTHLAND 9700 Southland New Zealand ",-46.1019305,168.9426855
AHAURA HOTEL,"CLIFTON STREET
AHAURA
GREY DISTRICT 7871",West Coast,New Zealand,"AHAURA HOTEL CLIFTON STREET
AHAURA
GREY DISTRICT 7871 West Coast New Zealand ",-42.3497129,171.5403119
REVINGTONS HOTEL,"46 TAINUI STREET
GREYMOUTH
GREY DISTRICT 7805",West Coast,New Zealand,"REVINGTONS HOTEL 46 TAINUI STREET
GREYMOUTH
GREY DISTRICT 7805 West Coast New Zealand ",-42.4482122,171.2101062
RAPAHOE HOTEL,"BEACH ROAD
RAPAHOE
GREYMOUTH 7821",West Coast,New Zealand,"RAPAHOE HOTEL BEACH ROAD
RAPAHOE
GREYMOUTH 7821 West Coast New Zealand ",-42.375,171.2409098
MAGPIES,"116 KING STREET
HASTINGS CENTRAL
HAWKES BAY 4201",Hawke's Bay,New Zealand,"MAGPIES 116 KING STREET
HASTINGS CENTRAL
HAWKES BAY 4201 Hawke's Bay New Zealand ",-39.640825,176.8410966
HASTINGS DARTS ASSOCIATION,"205 NELSON STREET SOUTH
HASTINGS CENTRAL
HAWKES BAY 4201",Hawke's Bay,New Zealand,"HASTINGS DARTS ASSOCIATION 205 NELSON STREET SOUTH
HASTINGS CENTRAL
HAWKES BAY 4201 Hawke's Bay New Zealand ",-39.6399326,176.8384092
FOXTON RETURNED SERVICES ASSOCIATION,"1 EASTON STREET
FOXTON
MANAWATU 5551",Manawatu-Wanganui,New Zealand,"FOXTON RETURNED SERVICES ASSOCIATION 1 EASTON STREET
FOXTON
MANAWATU 5551 Manawatu-Wanganui New Zealand ",-40.4671955,175.280856
LEVIN RETURNED SERVICES ASSOCIATION,"5 DEVON STREET
LEVIN
MANAWATU 5500",Manawatu-Wanganui,New Zealand,"LEVIN RETURNED SERVICES ASSOCIATION 5 DEVON STREET
LEVIN
MANAWATU 5500 Manawatu-Wanganui New Zealand ",-40.6190732,175.2884742
CLUB SOUTHLAND,"115 LEET STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501",Southland,New Zealand,"CLUB SOUTHLAND 115 LEET STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501 Southland New Zealand ",-46.407641,168.3543954
APPLEBY TAVERN,"CORNER NITH STREET AND BALMORAL DRIVE
APPLEBY
INVERCARGILL 9501",Southland,New Zealand,"APPLEBY TAVERN CORNER NITH STREET AND BALMORAL DRIVE
APPLEBY
INVERCARGILL 9501 Southland New Zealand ",-46.4243125,168.3508344
TILLERMANS MUSIC LOUNGE,"14-16 DON STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501",Southland,New Zealand,"TILLERMANS MUSIC LOUNGE 14-16 DON STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501 Southland New Zealand ",-46.4106169,168.3485182
PLAYERS ENTERTAINMENT,"25 TAY STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501",Southland,New Zealand,"PLAYERS ENTERTAINMENT 25 TAY STREET
INVERCARGILL CENTRAL
INVERCARGILL 9501 Southland New Zealand ",-46.4133832,168.3491991
DARGAVILLE BOWLING CLUB,"CORNER NORMANBY AND PARORE STREETS
DARGAVILLE
NORTHLAND 0310",Northland,New Zealand,"DARGAVILLE BOWLING CLUB CORNER NORMANBY AND PARORE STREETS
DARGAVILLE
NORTHLAND 0310 Northland New Zealand ",-35.9395082,173.8712465
NORTHERN WAIROA RETURNED SERVICES ASSOCIATION,"HOKIANGA ROAD
DARGAVILLE
NORTHLAND 0310",Northland,New Zealand,"NORTHERN WAIROA RETURNED SERVICES ASSOCIATION HOKIANGA ROAD
DARGAVILLE
NORTHLAND 0310 Northland New Zealand ",-35.9377198,173.87145
WAIKANAE HOTEL,"34 MAIN ROAD
WAIKANAE
KAPITI COAST 6010",Wellington,New Zealand,"WAIKANAE HOTEL 34 MAIN ROAD
WAIKANAE
KAPITI COAST 6010 Wellington New Zealand ",-40.8733215,175.0678558
OTAKI RSA CLUBROOMS,"9 RAUKAWA STREET
OTAKI
KAPITI COAST 5560",Wellington,New Zealand,"OTAKI RSA CLUBROOMS 9 RAUKAWA STREET
OTAKI
KAPITI COAST 5560 Wellington New Zealand ",-40.7520246,175.1400292
PARAPARAUMU RSA CLUB,"110 AMOHIA STREET
PARAPARAUMU
KAPITI COAST 5254",Wellington,New Zealand,"PARAPARAUMU RSA CLUB 110 AMOHIA STREET
PARAPARAUMU
KAPITI COAST 5254 Wellington New Zealand ",-40.9110639,175.011509
NAENAE BOWLING CLUB INCORPORATED,"135 WITAKO STREET
NAENAE
LOWER HUTT 6009",Wellington,New Zealand,"NAENAE BOWLING CLUB INCORPORATED 135 WITAKO STREET
NAENAE
LOWER HUTT 6009 Wellington New Zealand ",-41.2008333,174.9486111
STOKES VALLEY RSA CLUBROOMS,"21 HAWTHORN CRESCENT
STOKES VALLEY
LOWER HUTT 5019",Wellington,New Zealand,"STOKES VALLEY RSA CLUBROOMS 21 HAWTHORN CRESCENT
STOKES VALLEY
LOWER HUTT 5019 Wellington New Zealand ",-41.1711836,174.9847288
BRIDGE PARK BOWLING CLUB INC,"27A TAYLOR ROAD
MANGERE BRIDGE
MANUKAU 1701",Auckland,New Zealand,"BRIDGE PARK BOWLING CLUB INC 27A TAYLOR ROAD
MANGERE BRIDGE
MANUKAU 1701 Auckland New Zealand ",-36.9457432,174.7839745
HOWICK CLUB INC,"107 BOTANY ROAD
HOWICK
MANUKAU 1704",Auckland,New Zealand,"HOWICK CLUB INC 107 BOTANY ROAD
HOWICK
MANUKAU 1704 Auckland New Zealand ",-36.909125,174.9159198
MANGERE BOWLING CLUB INC,"360 MASSEY ROAD
MANGERE EAST
MANUKAU 1701",Auckland,New Zealand,"MANGERE BOWLING CLUB INC 360 MASSEY ROAD
MANGERE EAST
MANUKAU 1701 Auckland New Zealand ",-36.9670118,174.8271564
MANGERE COSMOPOLITAN CLUB,"94-100 BADER DRIVE
MANGERE
MANUKAU 1701",Auckland,New Zealand,"MANGERE COSMOPOLITAN CLUB 94-100 BADER DRIVE
MANGERE
MANUKAU 1701 Auckland New Zealand ",-36.9678777,174.7985688
MANUREWA RSA,"2/8 MAICH ROAD
MANUREWA
MANUKAU 1702",Auckland,New Zealand,"MANUREWA RSA 2/8 MAICH ROAD
MANUREWA
MANUKAU 1702 Auckland New Zealand ",-37.0216667,174.8944444
WEYMOUTH COSMOPOLITAN & SPORTS CLUB,"151 SYKES ROAD
MANUREWA
MANUKAU 1702",Auckland,New Zealand,"WEYMOUTH COSMOPOLITAN & SPORTS CLUB 151 SYKES ROAD
MANUREWA
MANUKAU 1702 Auckland New Zealand ",-37.0417919,174.8815305
STARBOROUGH TAVERN,"23 GOULTER STREET
SEDDON
MARLBOROUGH 7353",Marlborough,New Zealand,"STARBOROUGH TAVERN 23 GOULTER STREET
SEDDON
MARLBOROUGH 7353 Marlborough New Zealand ",-41.6717277,174.0772074
MATAMATA MEMORIAL R.S.A. INCORPORATED,"NGAIO STREET
MATAMATA
WAIKATO 2271",Waikato,New Zealand,"MATAMATA MEMORIAL R.S.A. INCORPORATED NGAIO STREET
MATAMATA
WAIKATO 2271 Waikato New Zealand ",-37.807337,175.775928
MORRINSVILLE DISTRICT RSA,"27 STUDHOLME STREET
MORRINSVILLE
WAIKATO 2251",Waikato,New Zealand,"MORRINSVILLE DISTRICT RSA 27 STUDHOLME STREET
MORRINSVILLE
WAIKATO 2251 Waikato New Zealand ",-37.6608966,175.5300729
TAHUNA TAVERN,"3 HUIA STREET
TAHUNA
WAIKATO 2250",Waikato,New Zealand,"TAHUNA TAVERN 3 HUIA STREET
TAHUNA
WAIKATO 2250 Waikato New Zealand ",-37.4982504,175.4937012
TE AROHA MEMORIAL RSA,"67 REWI STREET
TE AROHA
WAIKATO 3320",Waikato,New Zealand,"TE AROHA MEMORIAL RSA 67 REWI STREET
TE AROHA
WAIKATO 3320 Waikato New Zealand ",-37.5432364,175.710527
WEST END BOWLING CLUB,"101 CUTFIELD ROAD
NEW PLYMOUTH CENTRAL
NEW PLYMOUTH 4310",Taranaki,New Zealand,"WEST END BOWLING CLUB 101 CUTFIELD ROAD
NEW PLYMOUTH CENTRAL
NEW PLYMOUTH 4310 Taranaki New Zealand ",-39.065942,174.0631167
GLENFIELD BOWLING CLUB,"3 ROSS AVENUE
GLENFIELD
NORTH SHORE CITY 1310",Auckland,New Zealand,"GLENFIELD BOWLING CLUB 3 ROSS AVENUE
GLENFIELD
NORTH SHORE CITY 1310 Auckland New Zealand ",-36.7752801,174.7233018
THE BAYS CLUB INCORPORATED,"2 ANZAC ROAD
BROWNS BAY
NORTH SHORE CITY 1311",Auckland,New Zealand,"THE BAYS CLUB INCORPORATED 2 ANZAC ROAD
BROWNS BAY
NORTH SHORE CITY 1311 Auckland New Zealand ",-36.7169431,174.748821
THE BIRKENHEAD BOWLING CLUB INCORPORATED,"93 MOKOIA ROAD
BIRKENHEAD
NORTH SHORE CITY 1310",Auckland,New Zealand,"THE BIRKENHEAD BOWLING CLUB INCORPORATED 93 MOKOIA ROAD
BIRKENHEAD
NORTH SHORE CITY 1310 Auckland New Zealand ",-36.8114529,174.7221793
ASHHURST MEMORIAL RSA,"74 CAMBRIDGE AVENUE
ASHHURST
MANAWATU 5451",Manawatu-Wanganui,New Zealand,"ASHHURST MEMORIAL RSA 74 CAMBRIDGE AVENUE
ASHHURST
MANAWATU 5451 Manawatu-Wanganui New Zealand ",-40.2916667,175.7547222
MANAWATU DARTS ASSOCIATION HALL,"324 TREMAINE AVENUE
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301",Manawatu-Wanganui,New Zealand,"MANAWATU DARTS ASSOCIATION HALL 324 TREMAINE AVENUE
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301 Manawatu-Wanganui New Zealand ",-40.3501617,175.5885615
PALMERSTON NORTH COSMOPOLITAN CLUB,"22 LINTON STREET
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301",Manawatu-Wanganui,New Zealand,"PALMERSTON NORTH COSMOPOLITAN CLUB 22 LINTON STREET
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301 Manawatu-Wanganui New Zealand ",-40.359531,175.609698
WHITE HORSE INN,"2180 State Highway 56
LONGBURN
MANAWATU 4412
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"WHITE HORSE INN 2180 State Highway 56
LONGBURN
MANAWATU 4412
NEW ZEALAND Manawatu-Wanganui New Zealand ",-40.383668,175.5436137
TAKARO BOWLING CLUB,"6 FEATHERSTON STREET
TAKARO
PALMERSTON NORTH 5301",Manawatu-Wanganui,New Zealand,"TAKARO BOWLING CLUB 6 FEATHERSTON STREET
TAKARO
PALMERSTON NORTH 5301 Manawatu-Wanganui New Zealand ",-40.3574462,175.5905604
CAFE DE PARIS HOTEL,"267 MAIN STREET
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301",Manawatu-Wanganui,New Zealand,"CAFE DE PARIS HOTEL 267 MAIN STREET
PALMERSTON NORTH CENTRAL
PALMERSTON NORTH 5301 Manawatu-Wanganui New Zealand ",-40.3586264,175.6052033
PORIRUA RETURNED SERVICES ASSOCIATION INC,"5 MCKILLOP STREET
PORIRUA
WELLINGTON 6006",Wellington,New Zealand,"PORIRUA RETURNED SERVICES ASSOCIATION INC 5 MCKILLOP STREET
PORIRUA
WELLINGTON 6006 Wellington New Zealand ",-41.1377621,174.8487713
THE BUFFALO CLUB,"10 BRECON STREET
QUEENSTOWN
OTAGO 9197",Otago,New Zealand,"THE BUFFALO CLUB 10 BRECON STREET
QUEENSTOWN
OTAGO 9197 Otago New Zealand ",-45.0315634,168.658595
BULLS RETURNED SERVICES ASSOCIATION,"55 HIGH STREET
BULLS
MANAWATU 5452",Manawatu-Wanganui,New Zealand,"BULLS RETURNED SERVICES ASSOCIATION 55 HIGH STREET
BULLS
MANAWATU 5452 Manawatu-Wanganui New Zealand ",-40.1737859,175.3866765
CRITERION HOTEL (BULLS),"110 BRIDGE STREET
BULLS
MANAWATU 5452",Manawatu-Wanganui,New Zealand,"CRITERION HOTEL (BULLS) 110 BRIDGE STREET
BULLS
MANAWATU 5452 Manawatu-Wanganui New Zealand ",-40.1764789,175.3859015
ROTORUA CITIZENS CLUB,"CORNER ARAWA AND RANGIURU STREETS
ROTORUA CENTRAL
ROTORUA 3201",Bay of Plenty,New Zealand,"ROTORUA CITIZENS CLUB CORNER ARAWA AND RANGIURU STREETS
ROTORUA CENTRAL
ROTORUA 3201 Bay of Plenty New Zealand ",-38.1347102,176.2503168
RAETIHI COSMOPOLITAN CLUB INC,"32 SEDDON STREET
RAETIHI
MANAWATU 5462",Manawatu-Wanganui,New Zealand,"RAETIHI COSMOPOLITAN CLUB INC 32 SEDDON STREET
RAETIHI
MANAWATU 5462 Manawatu-Wanganui New Zealand ",-39.4273134,175.2799108
TAUMARUNUI RSA CLUB,"24 MARAE STREET
TAUMARUNUI CENTRAL
TAUMARUNUI 2600",Manawatu-Wanganui,New Zealand,"TAUMARUNUI RSA CLUB 24 MARAE STREET
TAUMARUNUI CENTRAL
TAUMARUNUI 2600 Manawatu-Wanganui New Zealand ",-38.885226,175.2615164
TAUMARUNUI COSMOPOLITAN CLUB,"CORNER KATARINA AND MIRIAMA STREETS
TAUMARUNUI CENTRAL
TAUMARUNUI 2600",Manawatu-Wanganui,New Zealand,"TAUMARUNUI COSMOPOLITAN CLUB CORNER KATARINA AND MIRIAMA STREETS
TAUMARUNUI CENTRAL
TAUMARUNUI 2600 Manawatu-Wanganui New Zealand ",-38.8843229,175.2615791
PUTARURU DISTRICT SERVICES MEMORIAL CLUB INCORPORATED,"35 BUCKLAND STREET
PUTARURU
WAIKATO 2371",Waikato,New Zealand,"PUTARURU DISTRICT SERVICES MEMORIAL CLUB INCORPORATED 35 BUCKLAND STREET
PUTARURU
WAIKATO 2371 Waikato New Zealand ",-38.0500345,175.7789276
TOKOROA CLUB,"CHAMBERS STREET
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"TOKOROA CLUB CHAMBERS STREET
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.2146166,175.867544
RAILWAY HOTEL OTAUTAU,"76 KING STREET
OTAUTAU
SOUTHLAND 9653",Southland,New Zealand,"RAILWAY HOTEL OTAUTAU 76 KING STREET
OTAUTAU
SOUTHLAND 9653 Southland New Zealand ",-46.1445069,167.9965636
WAIAU TOWN & COUNTRY CLUB,"41 KING STREET
TUATAPERE
SOUTHLAND 9655",Southland,New Zealand,"WAIAU TOWN & COUNTRY CLUB 41 KING STREET
TUATAPERE
SOUTHLAND 9655 Southland New Zealand ",-46.1366587,167.6917401
STRATFORD AND DISTRICTS RSA CLUB,"CORNER MIRANDA AND FENTON STREETS
STRATFORD
TARANAKI 4352",Taranaki,New Zealand,"STRATFORD AND DISTRICTS RSA CLUB CORNER MIRANDA AND FENTON STREETS
STRATFORD
TARANAKI 4352 Taranaki New Zealand ",-39.3402021,174.2892796
COMMERCIAL EKETAHUNA,"42 MAIN STREET
EKETAHUNA
MANAWATU 4900
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"COMMERCIAL EKETAHUNA 42 MAIN STREET
EKETAHUNA
MANAWATU 4900
NEW ZEALAND Manawatu-Wanganui New Zealand ",-40.6445758,175.7035315
CLUB WAIMEA,"345 QUEEN STREET
RICHMOND
NELSON 7002",Tasman,New Zealand,"CLUB WAIMEA 345 QUEEN STREET
RICHMOND
NELSON 7002 Tasman New Zealand ",-41.3356631,173.1788747
MOTUEKA MEMORIAL RSA INCORPORATED,"49 HIGH STREET
MOTUEKA
TASMAN DISTRICT 7160",Tasman,New Zealand,"MOTUEKA MEMORIAL RSA INCORPORATED 49 HIGH STREET
MOTUEKA
TASMAN DISTRICT 7160 Tasman New Zealand ",-41.105873,173.0114977
MAPUA TAVERN,"151 ARANUI ROAD
MAPUA
TASMAN DISTRICT 7155",Tasman,New Zealand,"MAPUA TAVERN 151 ARANUI ROAD
MAPUA
TASMAN DISTRICT 7155 Tasman New Zealand ",-41.2565605,173.1020679
JUNCTION HOTEL (TAKAKA),"15 COMMERCIAL STREET
TAKAKA
TASMAN DISTRICT 7172",Tasman,New Zealand,"JUNCTION HOTEL (TAKAKA) 15 COMMERCIAL STREET
TAKAKA
TASMAN DISTRICT 7172 Tasman New Zealand ",-40.8600885,172.8057933
TAUPO DARTS ASSOCIATION,"22 A C BATHS RESERVE
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"TAUPO DARTS ASSOCIATION 22 A C BATHS RESERVE
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6784856,176.0947594
LUCKY LIZARD,"32 RICHMOND AVENUE RAINBOW POINT
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"LUCKY LIZARD 32 RICHMOND AVENUE RAINBOW POINT
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.7153162,176.0912646
TOKAANU-TURANGI & DISTRICTS MEMORIAL RSA,"14 KATOPU PLACE
TURANGI
TAUPO DISTRICT 3353",Waikato,New Zealand,"TOKAANU-TURANGI & DISTRICTS MEMORIAL RSA 14 KATOPU PLACE
TURANGI
TAUPO DISTRICT 3353 Waikato New Zealand ",-38.9882383,175.8122392
BOWLS TAURANGA SOUTH,"15 TUTCHEN STREET
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"BOWLS TAURANGA SOUTH 15 TUTCHEN STREET
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.7000482,176.1598354
CLUB MOUNT MAUNGANUI,"45 KAWAKA STREET
MT MAUNGANUI
BAY OF PLENTY 3150",Bay of Plenty,New Zealand,"CLUB MOUNT MAUNGANUI 45 KAWAKA STREET
MT MAUNGANUI
BAY OF PLENTY 3150 Bay of Plenty New Zealand ",-37.6500351,176.1877941
SL8TE,"SHOP 14 PALM BEACH SHOPPING PLAZA 7 GRAVATT ROAD
PAPAMOA
BAY OF PLENTY 3003",Bay of Plenty,New Zealand,"SL8TE SHOP 14 PALM BEACH SHOPPING PLAZA 7 GRAVATT ROAD
PAPAMOA
BAY OF PLENTY 3003 Bay of Plenty New Zealand ",-37.6991531,176.2828499
TAIRUA BOWLING CLUB INCORPORATED,"HORNSEA ROAD
TAIRUA
WAIKATO 2853",Waikato,New Zealand,"TAIRUA BOWLING CLUB INCORPORATED HORNSEA ROAD
TAIRUA
WAIKATO 2853 Waikato New Zealand ",-36.9972619,175.8548369
THAMES COAST BOWLING CLUB INCORPORATED,"WESTS CRESCENT
THAMES
WAIKATO 2801",Waikato,New Zealand,"THAMES COAST BOWLING CLUB INCORPORATED WESTS CRESCENT
THAMES
WAIKATO 2801 Waikato New Zealand ",-37.0467602,175.5204046
WOLSELEY HOTEL,"STATE HIGHWAY 1
WINCHESTER
CANTERBURY 8750",Canterbury,New Zealand,"WOLSELEY HOTEL STATE HIGHWAY 1
WINCHESTER
CANTERBURY 8750 Canterbury New Zealand ",-44.187088,171.2778472
THE JOLLY POTTER,"121 KING STREET
TEMUKA
CANTERBURY 7986",Canterbury,New Zealand,"THE JOLLY POTTER 121 KING STREET
TEMUKA
CANTERBURY 7986 Canterbury New Zealand ",-44.2437558,171.2772544
NORTHTOWN TAVERN,"18A HOBBS STREET
TIMARU GARDENS
TIMARU 8601",Canterbury,New Zealand,"NORTHTOWN TAVERN 18A HOBBS STREET
TIMARU GARDENS
TIMARU 8601 Canterbury New Zealand ",-44.3831838,171.2351173
CARLTON HOTEL,"66 STAFFORD STREET
TIMARU GARDENS
TIMARU 8601",Canterbury,New Zealand,"CARLTON HOTEL 66 STAFFORD STREET
TIMARU GARDENS
TIMARU 8601 Canterbury New Zealand ",-44.3994014,171.2558732
CREEK HOTEL,"161 KING STREET
TIMARU GARDENS
TIMARU 8601",Canterbury,New Zealand,"CREEK HOTEL 161 KING STREET
TIMARU GARDENS
TIMARU 8601 Canterbury New Zealand ",-44.4167935,171.2448509
ROYAL HOTEL (TEMUKA),"75 KING STREET
TEMUKA
CANTERBURY 7986",Canterbury,New Zealand,"ROYAL HOTEL (TEMUKA) 75 KING STREET
TEMUKA
CANTERBURY 7986 Canterbury New Zealand ",-44.245212,171.2775969
TUAKAU COSMOPOLITAN CLUB,"MADILL STREET
TUAKAU
FRANKLIN 1892",Waikato,New Zealand,"TUAKAU COSMOPOLITAN CLUB MADILL STREET
TUAKAU
FRANKLIN 1892 Waikato New Zealand ",-37.2600365,174.9474934
KAIAPOI WMC AND MSA,"115 RAVEN STREET
KAIAPOI
CANTERBURY 7630",Canterbury,New Zealand,"KAIAPOI WMC AND MSA 115 RAVEN STREET
KAIAPOI
CANTERBURY 7630 Canterbury New Zealand ",-43.3823814,172.6558532
OXFORD WORKINGMENS CLUB & MSA,"160 HIGH STREET
OXFORD
CANTERBURY 8253",Canterbury,New Zealand,"OXFORD WORKINGMENS CLUB & MSA 160 HIGH STREET
OXFORD
CANTERBURY 8253 Canterbury New Zealand ",-43.2937767,172.197749
WOODEND HOTEL,"2 MAIN ROAD
WOODEND
CANTERBURY 7610",Canterbury,New Zealand,"WOODEND HOTEL 2 MAIN ROAD
WOODEND
CANTERBURY 7610 Canterbury New Zealand ",-43.3213129,172.6651345
MASONIC HOTEL (ST. ANDREWS),"WAIMATE HIGHWAY (STATE HIGHWAY 1)
ST ANDREWS
SOUTH CANTERBURY 8790",Canterbury,New Zealand,"MASONIC HOTEL (ST. ANDREWS) WAIMATE HIGHWAY (STATE HIGHWAY 1)
ST ANDREWS
SOUTH CANTERBURY 8790 Canterbury New Zealand ",-44.5299147,171.1905506
EMPIRE TAVERN,"86 QUEEN STREET
WAIMATE
SOUTH CANTERBURY 8791",Canterbury,New Zealand,"EMPIRE TAVERN 86 QUEEN STREET
WAIMATE
SOUTH CANTERBURY 8791 Canterbury New Zealand ",-44.7336115,171.0465973
